,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
3336,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220503,2022-05-03,0643C4,IFED,1,64,21886,2590,913,118,18537,20380,21245,21411,641,475,21886,2590,913,118,18537,20380,21245,21411,641,475,0,0,0,0,0,0,0,0,0,0,473.0,355.0,-21.0,-2.0,-10.0,496.0,343.0,473.0,130.0,0.0,100,11.8,4.2,0.5,84.7,93.1,97.1,97.8,2.9,2.2,100,11.8,4.2,0.5,84.7,93.1,97.1,97.8,2.9,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,3,3,2,22,22,27,25,33,3,3,2,22,22,27,25,0,0,0,0,0,0,0,0,50.5,69.8,71.6,82.0,39.8,57.3,56.6,64.8,50.5,69.8,71.6,82.0,39.8,57.3,56.6,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3337,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220426,2022-04-26,0643C4,IFED,1,64,21413,2235,934,120,18547,19884,20902,20938,511,475,21413,2235,934,120,18547,19884,20902,20938,511,475,0,0,0,0,0,0,0,0,0,0,174.0,-600.0,-293.0,108.0,655.0,399.0,163.0,214.0,11.0,-40.0,100,10.4,4.4,0.6,86.6,92.9,97.6,97.8,2.4,2.2,100,10.4,4.4,0.6,86.6,92.9,97.6,97.8,2.4,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,2,3,2,22,22,26,25,32,2,3,2,22,22,26,25,0,0,0,0,0,0,0,0,52.5,71.4,74.6,83.2,42.5,59.2,59.9,65.5,52.5,71.4,74.6,83.2,42.5,59.2,59.9,65.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3338,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220419,2022-04-19,0643C4,IFED,1,64,21239,2835,1227,12,17892,19485,20739,20724,500,515,21239,2835,1227,12,17892,19485,20739,20724,500,515,0,0,0,0,0,0,0,0,0,0,232.0,-60.0,-105.0,0.0,409.0,342.0,349.0,237.0,-117.0,-5.0,100,13.3,5.8,0.1,84.2,91.7,97.6,97.6,2.4,2.4,100,13.3,5.8,0.1,84.2,91.7,97.6,97.6,2.4,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2,3,2,22,20,26,23,30,2,3,2,22,20,26,23,0,0,0,0,0,0,0,0,54.8,70.8,78.1,83.9,44.9,61.5,61.3,67.4,54.8,70.8,78.1,83.9,44.9,61.5,61.3,67.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3339,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220412,2022-04-12,0643C4,IFED,1,64,21007,2895,1332,12,17483,19143,20390,20487,617,520,21007,2895,1332,12,17483,19143,20390,20487,617,520,0,0,0,0,0,0,0,0,0,0,403.0,0.0,0.0,0.0,403.0,403.0,403.0,403.0,0.0,0.0,100,13.8,6.3,0.1,83.2,91.1,97.1,97.5,2.9,2.5,100,13.8,6.3,0.1,83.2,91.1,97.1,97.5,2.9,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2,3,2,22,21,26,24,30,2,3,2,22,21,26,24,0,0,0,0,0,0,0,0,55.3,69.6,77.5,83.2,46.0,61.3,62.2,67.9,55.3,69.6,77.5,83.2,46.0,61.3,62.2,67.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3340,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220405,2022-04-05,0643C4,IFED,1,64,20604,2895,1332,12,17080,18740,19987,20084,617,520,20604,2895,1332,12,17080,18740,19987,20084,617,520,0,0,0,0,0,0,0,0,0,0,-1088.0,-135.0,-380.0,2.0,-941.0,-860.0,-1074.0,-1238.0,-14.0,150.0,100,14.1,6.5,0.1,82.9,91.0,97.0,97.5,3.0,2.5,100,14.1,6.5,0.1,82.9,91.0,97.0,97.5,3.0,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2,3,2,22,21,26,24,30,2,3,2,22,21,26,24,0,0,0,0,0,0,0,0,55.8,69.2,77.2,83.1,46.2,62.1,63.0,68.8,55.8,69.2,77.2,83.1,46.2,62.1,63.0,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3341,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220329,2022-03-29,0643C4,IFED,1,64,21692,3030,1712,10,18021,19600,21061,21322,631,370,21692,3030,1712,10,18021,19600,21061,21322,631,370,0,0,0,0,0,0,0,0,0,0,101.0,0.0,-30.0,0.0,16.0,131.0,16.0,101.0,85.0,0.0,100,14.0,7.9,0.0,83.1,90.4,97.1,98.3,2.9,1.7,100,14.0,7.9,0.0,83.1,90.4,97.1,98.3,2.9,1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,2,3,1,24,21,27,24,31,2,3,1,24,21,27,24,0,0,0,0,0,0,0,0,53.8,66.3,75.7,80.6,43.3,57.3,60.3,64.9,53.8,66.3,75.7,80.6,43.3,57.3,60.3,64.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3342,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220322,2022-03-22,0643C4,IFED,1,64,21591,3030,1742,10,18005,19469,21045,21221,546,370,21591,3030,1742,10,18005,19469,21045,21221,546,370,0,0,0,0,0,0,0,0,0,0,114.0,0.0,75.0,0.0,113.0,9.0,113.0,84.0,1.0,30.0,100,14.0,8.1,0.0,83.4,90.2,97.5,98.3,2.5,1.7,100,14.0,8.1,0.0,83.4,90.2,97.5,98.3,2.5,1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,2,3,1,25,20,28,23,32,2,3,1,25,20,28,23,0,0,0,0,0,0,0,0,53.6,66.3,75.6,80.8,43.5,57.0,60.0,64.8,53.6,66.3,75.6,80.8,43.5,57.0,60.0,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3343,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220315,2022-03-15,0643C4,IFED,1,64,21477,3030,1667,10,17892,19460,20932,21137,545,340,21477,3030,1667,10,17892,19460,20932,21137,545,340,0,0,0,0,0,0,0,0,0,0,150.0,0.0,-10.0,0.0,516.0,160.0,516.0,150.0,-366.0,0.0,100,14.1,7.8,0.0,83.3,90.6,97.5,98.4,2.5,1.6,100,14.1,7.8,0.0,83.3,90.6,97.5,98.4,2.5,1.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,2,3,1,26,21,29,24,33,2,3,1,26,21,29,24,0,0,0,0,0,0,0,0,53.6,66.4,75.3,80.6,43.6,56.5,59.5,64.4,53.6,66.4,75.3,80.6,43.6,56.5,59.5,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3344,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220308,2022-03-08,0643C4,IFED,1,64,21327,3030,1677,10,17376,19300,20416,20987,911,340,21327,3030,1677,10,17376,19300,20416,20987,911,340,0,0,0,0,0,0,0,0,0,0,-1509.0,-160.0,-259.0,0.0,-2083.0,-1232.0,-2243.0,-1491.0,734.0,-18.0,100,14.2,7.9,0.0,81.5,90.5,95.7,98.4,4.3,1.6,100,14.2,7.9,0.0,81.5,90.5,95.7,98.4,4.3,1.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,2,3,1,24,21,27,24,31,2,3,1,24,21,27,24,0,0,0,0,0,0,0,0,53.9,66.6,75.4,81.0,43.8,57.0,59.8,64.9,53.9,66.6,75.4,81.0,43.8,57.0,59.8,64.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3345,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220301,2022-03-01,0643C4,IFED,1,64,22836,3190,1936,10,19459,20532,22659,22478,177,358,22836,3190,1936,10,19459,20532,22659,22478,177,358,0,0,0,0,0,0,0,0,0,0,-15.0,0.0,-5.0,0.0,11.0,74.0,11.0,69.0,-26.0,-84.0,100,14.0,8.5,0.0,85.2,89.9,99.2,98.4,0.8,1.6,100,14.0,8.5,0.0,85.2,89.9,99.2,98.4,0.8,1.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,2,4,1,26,22,29,26,34,2,4,1,26,22,29,26,0,0,0,0,0,0,0,0,53.2,65.8,75.8,80.5,42.9,54.9,58.9,62.6,53.2,65.8,75.8,80.5,42.9,54.9,58.9,62.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3346,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220222,2022-02-22,0643C4,IFED,1,64,22851,3190,1941,10,19448,20458,22648,22409,203,442,22851,3190,1941,10,19448,20458,22648,22409,203,442,0,0,0,0,0,0,0,0,0,0,931.0,0.0,0.0,0.0,925.0,1135.0,925.0,1135.0,6.0,-204.0,100,14.0,8.5,0.0,85.1,89.5,99.1,98.1,0.9,1.9,100,14.0,8.5,0.0,85.1,89.5,99.1,98.1,0.9,1.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,2,4,1,24,19,27,23,32,2,4,1,24,19,27,23,0,0,0,0,0,0,0,0,51.6,67.0,76.1,81.4,39.4,52.4,55.8,60.2,51.6,67.0,76.1,81.4,39.4,52.4,55.8,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3347,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220215,2022-02-15,0643C4,IFED,1,64,21920,3190,1941,10,18523,19323,21723,21274,197,646,21920,3190,1941,10,18523,19323,21723,21274,197,646,0,0,0,0,0,0,0,0,0,0,46.0,0.0,-385.0,0.0,56.0,399.0,56.0,14.0,-10.0,32.0,100,14.6,8.9,0.0,84.5,88.2,99.1,97.1,0.9,2.9,100,14.6,8.9,0.0,84.5,88.2,99.1,97.1,0.9,2.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,2,4,1,23,18,26,22,31,2,4,1,23,18,26,22,0,0,0,0,0,0,0,0,53.9,65.7,75.8,80.7,40.9,53.8,57.4,61.9,53.9,65.7,75.8,80.7,40.9,53.8,57.4,61.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3348,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220208,2022-02-08,0643C4,IFED,1,64,21874,3190,2326,10,18467,18924,21667,21260,207,614,21874,3190,2326,10,18467,18924,21667,21260,207,614,0,0,0,0,0,0,0,0,0,0,-1060.0,165.0,-229.0,0.0,-1217.0,-891.0,-1052.0,-1120.0,-8.0,60.0,100,14.6,10.6,0.0,84.4,86.5,99.1,97.2,0.9,2.8,100,14.6,10.6,0.0,84.4,86.5,99.1,97.2,0.9,2.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2,4,1,22,17,25,21,30,2,4,1,22,17,25,21,0,0,0,0,0,0,0,0,51.9,63.9,75.8,80.7,39.5,51.4,54.8,59.2,51.9,63.9,75.8,80.7,39.5,51.4,54.8,59.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3349,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220201,2022-02-01,0643C4,IFED,1,64,22934,3025,2555,10,19684,19815,22719,22380,215,554,22934,3025,2555,10,19684,19815,22719,22380,215,554,0,0,0,0,0,0,0,0,0,0,-94.0,0.0,0.0,0.0,-94.0,-134.0,-94.0,-134.0,0.0,40.0,100,13.2,11.1,0.0,85.8,86.4,99.1,97.6,0.9,2.4,100,13.2,11.1,0.0,85.8,86.4,99.1,97.6,0.9,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,2,4,1,22,18,25,22,31,2,4,1,22,18,25,22,0,0,0,0,0,0,0,0,52.9,66.1,76.6,81.8,40.2,52.4,54.9,60.4,52.9,66.1,76.6,81.8,40.2,52.4,54.9,60.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3350,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220125,2022-01-25,0643C4,IFED,1,64,23028,3025,2555,10,19778,19949,22813,22514,215,514,23028,3025,2555,10,19778,19949,22813,22514,215,514,0,0,0,0,0,0,0,0,0,0,172.0,0.0,90.0,0.0,133.0,76.0,133.0,166.0,39.0,6.0,100,13.1,11.1,0.0,85.9,86.6,99.1,97.8,0.9,2.2,100,13.1,11.1,0.0,85.9,86.6,99.1,97.8,0.9,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,2,4,1,22,17,25,21,31,2,4,1,22,17,25,21,0,0,0,0,0,0,0,0,52.6,65.2,76.1,80.8,39.8,51.4,54.5,59.5,52.6,65.2,76.1,80.8,39.8,51.4,54.5,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3351,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220118,2022-01-18,0643C4,IFED,1,64,22856,3025,2465,10,19645,19873,22680,22348,176,508,22856,3025,2465,10,19645,19873,22680,22348,176,508,0,0,0,0,0,0,0,0,0,0,301.0,0.0,11.0,0.0,301.0,290.0,301.0,301.0,0.0,0.0,100,13.2,10.8,0.0,86.0,86.9,99.2,97.8,0.8,2.2,100,13.2,10.8,0.0,86.0,86.9,99.2,97.8,0.8,2.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,2,4,1,23,17,26,21,31,2,4,1,23,17,26,21,0,0,0,0,0,0,0,0,49.8,67.9,74.2,81.2,37.7,49.4,50.8,56.6,49.8,67.9,74.2,81.2,37.7,49.4,50.8,56.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3352,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220111,2022-01-11,0643C4,IFED,1,64,22555,3025,2454,10,19344,19583,22379,22047,176,508,22555,3025,2454,10,19344,19583,22379,22047,176,508,0,0,0,0,0,0,0,0,0,0,-820.0,-92.0,410.0,-181.0,-487.0,-1150.0,-760.0,-921.0,-60.0,101.0,100,13.4,10.9,0.0,85.8,86.8,99.2,97.7,0.8,2.3,100,13.4,10.9,0.0,85.8,86.8,99.2,97.7,0.8,2.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,2,4,1,22,17,25,21,31,2,4,1,22,17,25,21,0,0,0,0,0,0,0,0,49.9,67.5,74.6,81.0,38.2,48.8,51.1,56.2,49.9,67.5,74.6,81.0,38.2,48.8,51.1,56.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3353,NYISO ZONE G DA OFF-PK - ICE FUTURES ENERGY DIV,220104,2022-01-04,0643C4,IFED,1,64,23375,3117,2044,191,19831,20733,23139,22968,236,407,23375,3117,2044,191,19831,20733,23139,22968,236,407,0,0,0,0,0,0,0,0,0,0,169.0,-325.0,55.0,5.0,469.0,64.0,149.0,124.0,20.0,45.0,100,13.3,8.7,0.8,84.8,88.7,99.0,98.3,1.0,1.7,100,13.3,8.7,0.8,84.8,88.7,99.0,98.3,1.0,1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,3,4,5,25,21,31,27,36,3,4,5,25,21,31,27,0,0,0,0,0,0,0,0,45.4,63.9,71.2,82.0,39.4,46.3,49.6,52.2,45.4,63.9,71.2,82.0,39.4,46.3,49.6,52.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1MW for about 368 Hours)
3354,PALO VERDE DA PEAK - ICE FUTURES ENERGY DIV,220621,2022-06-21,0643CB,IFED,1,64,14227,910,5,110,13083,14089,14103,14204,124,23,14227,910,5,110,13083,14089,14103,14204,124,23,0,0,0,0,0,0,0,0,0,0,20.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,100,6.4,0.0,0.8,92.0,99.0,99.1,99.8,0.9,0.2,100,6.4,0.0,0.8,92.0,99.0,99.1,99.8,0.9,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,3,1,3,18,14,22,17,28,3,1,3,18,14,22,17,0,0,0,0,0,0,0,0,63.4,76.9,81.9,91.0,59.2,69.5,73.3,76.8,63.4,76.9,81.9,91.0,59.2,69.5,73.3,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400MWh
3355,PALO VERDE DA PEAK - ICE FUTURES ENERGY DIV,220614,2022-06-14,0643CB,IFED,1,64,14207,910,5,110,13063,14069,14083,14184,124,23,14207,910,5,110,13063,14069,14083,14184,124,23,0,0,0,0,0,0,0,0,0,0,150.0,-70.0,5.0,70.0,150.0,75.0,150.0,150.0,0.0,0.0,100,6.4,0.0,0.8,91.9,99.0,99.1,99.8,0.9,0.2,100,6.4,0.0,0.8,91.9,99.0,99.1,99.8,0.9,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,3,1,3,17,14,21,17,28,3,1,3,17,14,21,17,0,0,0,0,0,0,0,0,63.5,76.8,82.0,90.9,59.3,69.4,73.4,76.7,63.5,76.8,82.0,90.9,59.3,69.4,73.4,76.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400MWh
3356,PALO VERDE DA PEAK - ICE FUTURES ENERGY DIV,220607,2022-06-07,0643CB,IFED,1,64,14057,980,0,40,12913,13994,13933,14034,124,23,14057,980,0,40,12913,13994,13933,14034,124,23,0,0,0,0,0,0,0,0,0,0,-755.0,-347.0,0.0,0.0,-516.0,-755.0,-863.0,-755.0,108.0,0.0,100,7.0,0.0,0.3,91.9,99.6,99.1,99.8,0.9,0.2,100,7.0,0.0,0.3,91.9,99.6,99.1,99.8,0.9,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,4,0,3,17,14,21,17,28,4,0,3,17,14,21,17,0,0,0,0,0,0,0,0,64.0,77.1,82.2,91.4,59.8,69.4,73.5,76.8,64.0,77.1,82.2,91.4,59.8,69.4,73.5,76.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400MWh
3357,PALO VERDE DA PEAK - ICE FUTURES ENERGY DIV,220531,2022-05-31,0643CB,IFED,1,64,14812,1327,0,40,13429,14749,14796,14789,16,23,14812,1327,0,40,13429,14749,14796,14789,16,23,0,0,0,0,0,0,0,0,0,0,25.0,0.0,0.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,100,9.0,0.0,0.3,90.7,99.6,99.9,99.8,0.1,0.2,100,9.0,0.0,0.3,90.7,99.6,99.9,99.8,0.1,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,5,0,3,19,15,24,18,30,5,0,3,19,15,24,18,0,0,0,0,0,0,0,0,61.4,77.9,78.9,91.5,57.0,70.4,71.2,77.2,61.4,77.9,78.9,91.5,57.0,70.4,71.2,77.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400MWh
3358,PALO VERDE DA PEAK - ICE FUTURES ENERGY DIV,220524,2022-05-24,0643CB,IFED,1,64,14787,1327,0,40,13404,14724,14771,14764,16,23,14787,1327,0,40,13404,14724,14771,14764,16,23,0,0,0,0,0,0,0,0,0,0,0.0,-75.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,100,9.0,0.0,0.3,90.6,99.6,99.9,99.8,0.1,0.2,100,9.0,0.0,0.3,90.6,99.6,99.9,99.8,0.1,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,5,0,3,19,15,24,18,30,5,0,3,19,15,24,18,0,0,0,0,0,0,0,0,61.5,77.9,79.1,91.1,57.1,70.4,71.3,76.7,61.5,77.9,79.1,91.1,57.1,70.4,71.3,76.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400MWh
3359,PALO VERDE DA PEAK - ICE FUTURES ENERGY DIV,220517,2022-05-17,0643CB,IFED,1,64,14787,1402,0,40,13329,14724,14771,14764,16,23,14787,1402,0,40,13329,14724,14771,14764,16,23,0,0,0,0,0,0,0,0,0,0,50.0,75.0,0.0,0.0,-25.0,50.0,50.0,50.0,0.0,0.0,100,9.5,0.0,0.3,90.1,99.6,99.9,99.8,0.1,0.2,100,9.5,0.0,0.3,90.1,99.6,99.9,99.8,0.1,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,5,0,3,19,15,24,18,30,5,0,3,19,15,24,18,0,0,0,0,0,0,0,0,62.1,77.9,79.6,91.1,57.6,70.4,70.8,76.7,62.1,77.9,79.6,91.1,57.6,70.4,70.8,76.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400MWh
3360,PALO VERDE DA PEAK - ICE FUTURES ENERGY DIV,220510,2022-05-10,0643CB,IFED,1,64,14737,1327,0,40,13354,14674,14721,14714,16,23,14737,1327,0,40,13354,14674,14721,14714,16,23,0,0,0,0,0,0,0,0,0,0,287.0,-153.0,0.0,-4.0,444.0,288.0,287.0,284.0,0.0,3.0,100,9.0,0.0,0.3,90.6,99.6,99.9,99.8,0.1,0.2,100,9.0,0.0,0.3,90.6,99.6,99.9,99.8,0.1,0.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,5,0,3,19,15,24,18,30,5,0,3,19,15,24,18,0,0,0,0,0,0,0,0,63.8,77.8,81.4,91.1,59.3,70.6,72.4,76.9,63.8,77.8,81.4,91.1,59.3,70.6,72.4,76.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400MWh
3361,PALO VERDE DA PEAK - ICE FUTURES ENERGY DIV,220503,2022-05-03,0643CB,IFED,1,64,14450,1480,0,44,12910,14386,14434,14430,16,20,14450,1480,0,44,12910,14386,14434,14430,16,20,0,0,0,0,0,0,0,0,0,0,-505.0,-235.0,0.0,19.0,-287.0,-524.0,-503.0,-505.0,-2.0,0.0,100,10.2,0.0,0.3,89.3,99.6,99.9,99.9,0.1,0.1,100,10.2,0.0,0.3,89.3,99.6,99.9,99.9,0.1,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,5,0,3,19,15,24,18,30,5,0,3,19,15,24,18,0,0,0,0,0,0,0,0,63.3,80.0,81.5,92.8,58.7,72.6,72.0,79.0,63.3,80.0,81.5,92.8,58.7,72.6,72.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400MWh
